,index,file_name,zero_angle,x_cms,y_cms,z_cms,delta_x,delta_y
3399,3399,598csv/1484745/1496512,9.0,127.6184216,37.21434943,168.8730657,-3.349826294,0.51661918
1210,1210,598csv/1484727/1493217,4.0,95.64871091,49.37906399,143.7636157,-0.121706024,0.688825573
1850,1850,598csv/1484732/1493859,11.0,126.1864662,49.15394737,144.736015,0.119653054,0.51661918
4556,4556,598csv/1484754/1500074,5.0,141.0402409,27.52980757,112.0875245,-6.407482493,0.51661918
235,235,598csv/1484718/1492224,6.0,114.8094242,49.4554705,151.5008321,0.065924659,1.205444753
3274,3274,598csv/1484744/1496385,12.0,125.3120441,53.08304712,140.375603,-3.250122169,0.51661918
2473,2473,598csv/1484737/1494522,2.0,116.3397144,51.29015497,135.64646,0.183052019,0.51661918
34,34,598csv/1484717/1492022,9.0,147.0193829,47.28377495,157.8121597,0.104714993,0.51661918
220,220,598csv/1484718/1492209,18.0,126.7100661,43.96620132,141.3848273,0.037264113,0.861031966
276,276,598csv/1484719/1492274,7.0,134.8499706,36.45327435,165.4990256,0.067883085,0.344412787
3106,3106,598csv/1484742/1495254,23.0,118.3951701,56.66965601,151.4799821,-2.717957141,0.51661918
1651,1651,598csv/1484730/1493658,17.0,117.6034601,48.42204595,127.9319612,-0.050297773,0.688825573
2928,2928,598csv/1484741/1495059,7.0,124.927766,49.89058923,157.3069521,-1.800360439,0.51661918
1631,1631,598csv/1484730/1493638,11.0,115.3514976,38.20563399,163.8355984,0.081281418,0.51661918
4363,4363,598csv/1484753/1499863,3.0,140.7210675,52.62974927,117.123514,-2.293600069,0.51661918
1413,1413,598csv/1484728/1493420,7.0,119.6286119,49.00929287,142.2222666,-0.103040202,0.688825573
4770,4770,598csv/1484756/1500327,18.0,126.4208663,48.16835283,128.1859311,-6.042756106,0.51661918
4258,4258,598csv/1484752/1499753,11.0,119.5844957,49.01405356,109.3606151,-2.117855003,-0.172206393
741,741,598csv/1484723/1492742,18.0,132.2145866,54.15341088,134.1016347,0.086184235,0.172206393
4186,4186,598csv/1484751/1499678,5.0,116.9212048,44.42028549,114.7049443,-2.252486637,0.51661918
742,742,598csv/1484723/1492743,15.0,141.9243708,53.09237366,138.8736046,0.036170096,-0.172206393
2033,2033,598csv/1484733/1494081,8.0,128.5194407,56.28556404,151.0715766,0.064574021,0.51661918
3952,3952,598csv/1484749/1499426,3.0,140.2699982,47.23939468,124.9107066,-2.199609144,0.51661918
1277,1277,598csv/1484727/1493284,28.0,121.5820857,51.6411332,161.0533363,-0.106754457,0.688825573
1680,1680,598csv/1484730/1493687,10.0,130.3860144,61.53617653,156.2617684,-0.039263058,0.51661918
1587,1587,598csv/1484730/1493594,24.0,125.0189754,48.39475875,136.0913274,0.083712567,0.344412787
5117,5117,598csv/1484759/1500684,1.0,131.0833529,49.73018203,122.5637992,-5.813323164,0.51661918
2830,2830,598csv/1484740/1494953,13.0,127.9634829,49.32042918,139.4513157,-1.707990281,0.688825573
455,455,598csv/1484720/1492454,13.0,129.41233,43.91381249,123.6153427,0.044314445,0.0
1531,1531,598csv/1484729/1493538,6.0,126.2029668,52.86568424,142.482115,-0.081889205,0.688825573
3847,3847,598csv/1484749/1497326,31.0,126.6986364,53.09626983,115.4123509,-2.209144651,0.0
1067,1067,598csv/1484725/1493074,30.0,123.1203262,55.94711312,123.4269495,-0.002998417,0.51661918
668,668,598csv/1484722/1492667,33.0,157.0817029,35.07206336,126.0968251,0.062656114,0.51661918
1333,1333,598csv/1484728/1493340,,128.0,9.0,128.0,0.075905877,0.51661918
4540,4540,598csv/1484754/1500049,2.0,123.0300665,41.79899228,123.4935365,-6.400094501,0.51661918
651,651,598csv/1484722/1492650,5.0,110.4416741,42.28656539,154.4855824,0.102702542,0.861031966
5053,5053,598csv/1484759/1500617,3.0,130.3015033,48.57103536,112.149199,-6.043863629,0.51661918
3699,3699,598csv/1484747/1497175,12.0,139.6066237,47.5309456,136.5393976,-2.241478934,0.172206393
3933,3933,598csv/1484749/1499407,5.0,129.3717949,48.72570066,129.4283111,-2.240763096,0.51661918
446,446,598csv/1484720/1492445,22.0,120.6342497,54.17579866,139.728237,0.013290282,0.172206393
1201,1201,598csv/1484727/1493208,10.0,120.1025896,49.08309071,159.2067116,-0.056861876,0.688825573
976,976,598csv/1484725/1492982,6.0,124.2162582,60.9778721,143.3193147,-0.079147409,0.861031966
1908,1908,598csv/1484732/1493953,12.0,129.5768035,30.26239405,157.8227026,0.03675087,0.51661918
1906,1906,598csv/1484732/1493951,11.0,120.7839286,48.63933443,154.699372,0.078688192,-0.172206393
4429,4429,598csv/1484753/1499932,21.0,135.3631677,41.15327213,123.0998598,-2.175081551,-0.172206393
1513,1513,598csv/1484729/1493520,9.0,130.2587627,57.75929381,138.3532941,0.000796877,0.51661918
3163,3163,598csv/1484743/1495646,11.0,132.3007941,57.58183136,153.4627867,-3.482134829,0.51661918
1133,1133,598csv/1484726/1493140,19.0,137.4684104,45.48781324,119.9261938,-0.089695895,0.51661918
1495,1495,598csv/1484729/1493502,11.0,125.4014847,46.85095473,155.3582826,-0.064155323,0.51661918
3242,3242,598csv/1484744/1496349,9.0,132.6917841,57.85769115,160.2678561,-3.183643748,0.51661918
2952,2952,598csv/1484741/1495083,9.0,125.7098312,44.45819146,146.231963,-1.71202869,-0.172206393
4308,4308,598csv/1484752/1499806,15.0,112.6709496,50.49674448,111.3289811,-2.155794435,0.51661918
110,110,598csv/1484717/1492099,12.0,133.3164838,40.43530129,144.061085,0.050594914,0.51661918
1464,1464,598csv/1484729/1493471,15.0,140.6756025,44.53772446,147.5480013,0.030632478,0.344412787
4714,4714,598csv/1484756/1500269,17.0,133.8204725,48.26356223,121.7122893,-6.47621648,0.51661918
4498,4498,598csv/1484754/1500005,28.0,132.9515861,26.95067976,102.1453172,-6.503040159,0.51661918
1546,1546,598csv/1484729/1493553,9.0,118.8752959,54.42292899,148.7339127,0.02405487,0.344412787
5208,5208,598csv/1484760/1500783,23.0,138.814936,48.39521679,118.8573985,-5.890687731,0.51661918
4067,4067,598csv/1484750/1499553,23.0,127.9451817,47.51258685,115.2720982,-2.037019296,0.51661918
3385,3385,598csv/1484745/1496497,10.0,130.3788212,42.35944056,158.8832501,-3.289358214,0.51661918
3741,3741,598csv/1484748/1497220,9.0,126.7434965,49.86773203,116.1981906,-2.073891724,0.51661918
3278,3278,598csv/1484744/1496389,11.0,132.7818099,50.68289243,140.4541816,-3.270665378,0.51661918
4631,4631,598csv/1484755/1500183,21.0,149.5908321,43.4029652,127.7436309,-6.386034356,0.51661918
3961,3961,598csv/1484750/1499435,21.0,123.7863928,51.41768831,123.6627734,-2.089950814,0.51661918
4120,4120,598csv/1484751/1499610,30.0,120.3512356,53.64464042,121.2562256,-2.176054011,0.0
744,744,598csv/1484723/1492745,11.0,124.7896892,41.78457165,147.7510614,0.045151841,0.0
2287,2287,598csv/1484736/1494336,11.0,128.0470688,56.48925545,140.0393391,0.199192148,0.51661918
143,143,598csv/1484718/1492132,22.0,127.0428654,53.87256036,135.3174425,0.068490872,0.51661918
2360,2360,598csv/1484736/1494409,7.0,121.8620118,53.90045869,140.2776645,0.121165769,0.51661918
1233,1233,598csv/1484727/1493240,20.0,137.690142,51.94636614,125.55713,-0.174597023,0.861031966
803,803,598csv/1484723/1492809,29.0,125.8138892,46.85195562,143.8966342,0.048933628,-0.172206393
938,938,598csv/1484724/1492944,6.0,124.1191427,54.31822997,152.8796757,0.043558088,0.51661918
4175,4175,598csv/1484751/1499666,22.0,122.1975934,49.39959492,129.4844523,-2.212683324,0.51661918
2845,2845,598csv/1484740/1494970,8.0,131.821615,48.45511283,162.3717913,-1.748387875,0.51661918
3336,3336,598csv/1484744/1496448,12.0,126.0261642,49.9467227,161.1213651,-3.203295536,0.51661918
1692,1692,598csv/1484731/1493699,10.0,121.2691833,55.97011418,155.7043051,-0.122664978,1.03323836
1956,1956,598csv/1484733/1494002,9.0,118.5283984,47.15060558,147.2509215,0.017612324,0.51661918
4588,4588,598csv/1484755/1500137,3.0,128.0286399,22.11837154,115.4931822,-6.415667362,0.51661918
2655,2655,598csv/1484739/1494715,28.0,130.7223091,60.85311905,149.8773444,-1.316035023,0.51661918
2729,2729,598csv/1484739/1494822,9.0,133.4387673,53.09116687,142.1311594,-1.570333217,0.51661918
4141,4141,598csv/1484751/1499631,7.0,141.7151373,46.55240366,122.1953435,-2.294734605,0.51661918
4766,4766,598csv/1484756/1500323,11.0,130.4098616,47.54933829,125.4873148,-5.899885578,0.51661918
975,975,598csv/1484725/1492981,12.0,123.3801797,53.15598712,125.069919,0.007766171,0.172206393
3087,3087,598csv/1484742/1495231,9.0,120.922009,48.97336343,162.3001881,-2.788014754,0.51661918
74,74,598csv/1484717/1492062,11.0,148.7937852,41.37592996,157.3127132,0.046380922,0.51661918
4512,4512,598csv/1484754/1500019,22.0,135.1471487,37.04114413,132.0051026,-6.581039525,0.51661918
1787,1787,598csv/1484731/1493796,9.0,125.4790691,55.60849678,143.6634221,0.085589954,0.344412787
3283,3283,598csv/1484744/1496394,6.0,122.8094475,46.38684831,163.7532167,-3.242653138,0.51661918
1637,1637,598csv/1484730/1493644,11.0,124.1383742,54.51993085,143.4372064,0.011480426,1.205444753
1112,1112,598csv/1484726/1493119,12.0,123.1241157,41.72006544,140.1264591,0.012506911,0.51661918
3800,3800,598csv/1484748/1497279,27.0,129.2121202,54.03824306,111.3350396,-2.140073004,0.861031966
2468,2468,598csv/1484737/1494517,10.0,124.7365886,62.62572856,153.760408,0.209727127,0.51661918
464,464,598csv/1484720/1492463,6.0,115.2312295,30.96360593,163.7646165,0.120368892,0.51661918
3715,3715,598csv/1484747/1497192,5.0,120.2050937,39.96735342,151.5854298,-2.180024888,0.51661918
4432,4432,598csv/1484753/1499935,34.0,126.7723506,48.44824546,121.8840769,-2.151485899,0.688825573
4787,4787,598csv/1484756/1500344,15.0,128.7567473,47.96982124,132.0079215,-5.995146103,0.51661918
2389,2389,598csv/1484736/1494438,10.0,127.7968494,60.63810834,147.7388812,0.141236255,0.51661918
2881,2881,598csv/1484741/1495009,8.0,127.5242806,49.22505474,156.0861745,-1.792891409,0.51661918
477,477,598csv/1484720/1492476,5.0,119.467021,48.89775957,155.6533053,0.051945552,0.861031966
4058,4058,598csv/1484750/1499544,7.0,117.9112286,34.82728571,105.5801714,-2.046163118,0.51661918
3514,3514,598csv/1484746/1496632,26.0,122.1706419,40.15312132,159.2566745,-3.277580647,0.51661918
5204,5204,598csv/1484760/1500779,9.0,123.4461221,43.25077288,110.8773243,-5.718751465,0.51661918
1494,1494,598csv/1484729/1493501,10.0,127.573073,53.40341802,137.3120904,-0.05475488,0.0
5108,5108,598csv/1484759/1500675,0.0,134.441666,48.41761472,121.8977628,-5.800275998,0.51661918
1954,1954,598csv/1484733/1494000,,128.0,7.0,128.0,-0.003525166,0.51661918
3315,3315,598csv/1484744/1496426,6.0,129.8410512,46.39020955,157.04191,-3.154321388,0.51661918
1069,1069,598csv/1484725/1493076,9.0,125.4125874,54.02857244,145.4462104,-0.038155534,0.0
2261,2261,598csv/1484735/1494310,0.0,141.16279,54.45240449,132.0236088,0.240129997,0.51661918
588,588,598csv/1484721/1492587,9.0,130.6730987,53.17989243,158.5352425,0.035683866,1.205444753
4861,4861,598csv/1484757/1500419,4.0,136.5479335,48.71091882,132.1345212,-5.925250567,0.51661918
665,665,598csv/1484722/1492664,34.0,129.1033375,46.85596208,130.3317534,0.052121135,0.172206393
2611,2611,598csv/1484738/1494670,35.0,121.1975407,49.33021826,137.9728866,0.231796559,0.51661918
1712,1712,598csv/1484731/1493719,11.0,124.5534134,39.94985762,164.5705765,-0.094544686,0.51661918
830,830,598csv/1484723/1492836,7.0,120.271278,45.87192998,144.6524962,0.002025958,0.0
4653,4653,598csv/1484755/1500207,16.0,134.178144,29.34857105,113.2785299,-6.448798521,0.51661918
3474,3474,598csv/1484745/1496587,35.0,133.8934761,47.50262329,139.2500633,-3.312805296,0.51661918
2649,2649,598csv/1484739/1494708,4.0,122.1331847,40.5359153,145.5957091,0.129188561,0.51661918
3478,3478,598csv/1484745/1496591,13.0,132.2707764,51.81729424,156.0625458,-3.337481459,0.51661918
294,294,598csv/1484719/1492292,7.0,127.7100286,52.66301538,161.5609267,-0.086954099,0.861031966
2701,2701,598csv/1484739/1494761,15.0,114.2736545,37.9852103,135.8830323,-1.509730073,0.51661918
745,745,598csv/1484723/1492746,5.0,119.3861539,51.67873257,159.3828541,0.071246174,0.51661918
1723,1723,598csv/1484731/1493730,27.0,116.1390305,44.4324697,162.8947764,-0.067410361,0.51661918
3725,3725,598csv/1484748/1497203,11.0,124.000614,48.93255776,136.3992891,-2.190168182,0.51661918
349,349,598csv/1484719/1492347,6.0,120.4501317,52.00612245,152.8076695,0.126973514,-0.172206393
2143,2143,598csv/1484734/1494192,8.0,124.7878132,45.43309897,156.8508743,0.126365727,0.51661918
3895,3895,598csv/1484749/1497374,27.0,129.0310756,47.95242746,121.9527414,-2.231011486,0.172206393
3718,3718,598csv/1484747/1497195,3.0,115.2712419,45.11412025,155.2334723,-2.200716668,0.0
2179,2179,598csv/1484735/1494228,6.0,127.116996,48.9941502,145.2483162,0.221058983,0.51661918
2074,2074,598csv/1484734/1494122,7.0,124.6337736,51.95007505,137.0278295,0.242493614,-0.172206393
1396,1396,598csv/1484728/1493403,4.0,121.2125606,50.41915327,153.7466475,-0.100609053,0.51661918
1614,1614,598csv/1484730/1493621,8.0,120.0066498,50.99043078,144.3336577,0.007252928,0.861031966
1006,1006,598csv/1484725/1493012,24.0,116.4604312,49.62144354,156.7203149,0.002903873,0.344412787
992,992,598csv/1484725/1492998,15.0,134.3579066,56.24202661,137.1750501,-0.066735042,0.688825573
3241,3241,598csv/1484744/1496348,12.0,128.275,50.04956822,149.9843696,-3.194543399,0.51661918
2758,2758,598csv/1484739/1494874,6.0,129.0691515,48.5732401,149.4637947,-1.472628037,0.51661918
2671,2671,598csv/1484739/1494731,11.0,135.6296984,45.96219738,139.6305614,-1.437741048,0.51661918
2892,2892,598csv/1484741/1495020,1.0,118.3607781,50.77117312,139.9364315,-1.754546786,0.51661918
3932,3932,598csv/1484749/1499406,12.0,135.23343,45.14432365,110.833328,-2.098500355,0.172206393
3220,3220,598csv/1484743/1496326,27.0,128.9305541,43.59691652,161.8909626,-3.329566718,0.51661918
2012,2012,598csv/1484733/1494060,9.0,129.3825201,49.56555754,141.7046238,0.011142767,0.51661918
5241,5241,598csv/1484760/1500819,31.0,116.0178222,44.20021488,134.6781268,-5.76609134,0.51661918
988,988,598csv/1484725/1492994,9.0,114.5164959,41.02324322,151.1297107,-0.060724701,0.861031966
87,87,598csv/1484717/1492075,14.0,131.0219383,49.55215255,150.9379988,0.084077239,-0.172206393
2951,2951,598csv/1484741/1495082,10.0,126.9574191,47.44908987,159.4251585,-1.844701897,0.51661918
3216,3216,598csv/1484743/1496319,20.0,153.3554042,62.83395323,122.6309704,-3.30801053,0.51661918
924,924,598csv/1484724/1492930,5.0,120.3154391,49.58165722,142.755347,0.094639231,0.51661918
682,682,598csv/1484722/1492681,6.0,128.168022,50.17290689,147.0390241,0.07496043,0.51661918
1022,1022,598csv/1484725/1493028,5.0,128.858685,48.78484654,147.6105377,-0.036615806,0.0
3897,3897,598csv/1484749/1497376,0.0,133.0487609,47.74056509,122.541046,-2.11611268,0.51661918
4843,4843,598csv/1484757/1500401,7.0,127.7175597,44.88203153,114.3891662,-5.87414241,-0.172206393
4798,4798,598csv/1484756/1500355,21.0,126.5185176,33.60958117,103.7990054,-5.956950049,0.51661918
1822,1822,598csv/1484732/1493831,11.0,132.5367806,48.08618225,143.0063718,0.047218318,0.688825573
84,84,598csv/1484717/1492072,21.0,121.819658,42.79949796,143.7074051,0.092937427,0.172206393
3262,3262,598csv/1484744/1496372,35.0,141.6905671,48.48402627,135.7591733,-3.297421525,0.51661918
2397,2397,598csv/1484736/1494446,6.0,121.749805,49.1793035,150.1417122,0.132565157,0.51661918
2454,2454,598csv/1484737/1494503,25.0,119.8286344,48.12103469,152.1368358,0.200394216,0.51661918
5019,5019,598csv/1484758/1500583,5.0,126.0896934,53.40786168,118.6129677,-5.914918183,0.51661918
4480,4480,598csv/1484754/1499986,24.0,135.3578201,53.29393744,119.751048,-6.728826376,0.51661918
3978,3978,598csv/1484750/1499452,9.0,129.4205068,45.78055826,116.9456703,-2.13616966,0.51661918
3373,3373,598csv/1484745/1496485,26.0,126.7654903,49.91554914,140.4908635,-3.325460777,0.51661918
4159,4159,598csv/1484751/1499650,9.0,124.4246004,47.38293791,114.214841,-2.122136527,0.51661918
5205,5205,598csv/1484760/1500780,7.0,137.1204264,25.57713309,116.6734891,-6.02694013,0.51661918
5131,5131,598csv/1484759/1500699,2.0,135.0254034,40.11781392,122.3817448,-5.804206355,0.51661918
4902,4902,598csv/1484757/1500460,30.0,123.3303417,44.60710706,119.4020046,-5.938675912,0.51661918
5243,5243,598csv/1484760/1500821,14.0,124.5823151,52.04946409,119.8886388,-5.832691319,0.51661918
840,840,598csv/1484723/1492846,11.0,146.1522353,46.37247301,151.567169,0.040789279,0.51661918
1175,1175,598csv/1484726/1493182,9.0,123.25668,45.58473443,164.1539212,-0.032969083,0.51661918
2751,2751,598csv/1484739/1494854,2.0,124.6499028,52.27383581,138.0256072,-1.577734716,0.51661918
1388,1388,598csv/1484728/1493395,7.0,123.622476,44.40301672,157.4787239,-0.029633006,0.688825573
4918,4918,598csv/1484757/1500478,8.0,128.5566007,46.59628174,108.2091707,-5.903140616,0.51661918
3518,3518,598csv/1484746/1496636,16.0,127.6736419,48.19968559,129.404821,-3.270179149,0.51661918
3704,3704,598csv/1484747/1497180,11.0,142.5468001,54.48178733,148.1196683,-2.104929394,0.51661918
1202,1202,598csv/1484727/1493209,18.0,121.8532073,31.91580551,148.5026668,-0.178338292,0.51661918
2979,2979,598csv/1484741/1495111,10.0,113.0956724,52.46530758,157.2904149,-1.808680372,0.51661918
990,990,598csv/1484725/1492996,14.0,139.8835448,24.68475262,155.6908221,-0.08579255,0.51661918
5021,5021,598csv/1484758/1500585,35.0,121.3335316,49.5345062,121.8223979,-5.951169317,0.51661918
96,96,598csv/1484717/1492084,9.0,135.8921992,49.43271928,161.4766128,0.043504062,0.51661918
2447,2447,598csv/1484737/1494496,12.0,142.3833635,57.55125075,147.5622227,0.260119445,0.51661918
3829,3829,598csv/1484748/1497308,3.0,137.4569782,47.19122987,122.601713,-2.294018767,0.172206393
2500,2500,598csv/1484737/1494549,13.0,124.436231,42.52620304,155.39466,0.206120923,0.51661918
2590,2590,598csv/1484738/1494648,17.0,123.448477,46.40137881,135.406251,0.174813125,0.51661918
3605,3605,598csv/1484747/1496723,4.0,117.5834117,49.46786374,147.3988915,-3.230862065,0.51661918
514,514,598csv/1484721/1492513,24.0,115.3379347,45.86684583,142.1724489,-0.019678801,0.861031966
3780,3780,598csv/1484748/1497259,34.0,115.1883651,51.67505142,124.5933626,-2.155038078,0.51661918
3224,3224,598csv/1484743/1496330,9.0,132.2023729,43.20987288,159.6865678,-3.25340422,0.51661918
4459,4459,598csv/1484754/1499964,8.0,131.7079283,44.0625868,105.6944025,-2.069394098,0.51661918
1486,1486,598csv/1484729/1493493,10.0,134.7327813,52.04029875,145.5312875,0.037223594,0.51661918
643,643,598csv/1484722/1492642,27.0,120.9826746,50.56302319,148.9040758,0.003133481,0.172206393
3348,3348,598csv/1484744/1496460,5.0,125.122293,51.69589282,152.4408961,-3.26102182,0.51661918
2878,2878,598csv/1484740/1495006,3.0,116.566526,43.85257763,127.9165913,-1.749333322,0.51661918
5047,5047,598csv/1484759/1500611,23.0,145.7848535,46.08180316,117.0510594,-5.945604687,0.51661918
3513,3513,598csv/1484746/1496631,11.0,135.8304567,39.41916123,164.2037651,-3.189073314,0.51661918
3665,3665,598csv/1484747/1497140,8.0,129.562677,47.57295303,158.5420262,-2.172218198,0.51661918
1994,1994,598csv/1484733/1494042,6.0,110.0537222,46.2100589,142.5019164,0.147746332,0.51661918
614,614,598csv/1484722/1492613,8.0,127.0941671,50.05312879,160.3867655,-0.041153951,0.51661918
3378,3378,598csv/1484745/1496490,11.0,143.6174772,41.93410322,161.0257158,-3.192193289,0.51661918
1653,1653,598csv/1484730/1493660,8.0,114.1153885,57.76453399,148.9828072,-0.010724069,0.0
1871,1871,598csv/1484732/1493888,11.0,132.8031181,51.68796219,138.676641,-0.02943041,0.51661918
4778,4778,598csv/1484756/1500335,5.0,132.1787496,50.1211,128.9521616,-5.881543909,0.51661918
4988,4988,598csv/1484758/1500549,10.0,130.0021598,44.59002231,104.9986545,-5.867726878,0.51661918
768,768,598csv/1484723/1492772,14.0,127.6728283,54.81518142,146.3469369,-0.047447926,0.51661918
4677,4677,598csv/1484755/1500232,13.0,117.9297518,49.54583153,121.9577892,-6.38407593,0.51661918
2998,2998,598csv/1484741/1495131,11.0,131.0661303,43.78928608,150.067624,-1.801508482,0.51661918
2822,2822,598csv/1484740/1494945,5.0,124.7284183,48.24140592,143.391213,-1.667268534,0.688825573
1435,1435,598csv/1484728/1493442,9.0,116.9328696,55.87947314,152.6385674,-0.101824627,0.0
4352,4352,598csv/1484753/1499850,34.0,130.1938742,48.10810633,121.2960587,-2.108441054,0.51661918
960,960,598csv/1484724/1492966,2.0,127.743951,50.61597002,135.2217736,-0.046070275,0.51661918
3401,3401,598csv/1484745/1496514,3.0,119.3261574,34.32929968,155.3631623,-3.302783559,0.51661918
2674,2674,598csv/1484739/1494734,22.0,124.7016947,38.00162371,149.1804343,-1.457703483,0.51661918
1506,1506,598csv/1484729/1493513,11.0,127.6610532,54.36053219,151.1557034,-0.050594914,0.688825573
3759,3759,598csv/1484748/1497238,35.0,117.9564081,44.03328977,134.0771508,-2.208280243,-0.172206393
3857,3857,598csv/1484749/1497336,24.0,128.5605841,47.73171887,128.3378107,-2.208536864,0.51661918
4823,4823,598csv/1484757/1500381,10.0,134.1158954,47.97141977,110.0823521,-5.989203294,0.51661918
4965,4965,598csv/1484758/1500526,11.0,134.1537499,43.17805414,114.0053462,-5.900209731,0.51661918
2600,2600,598csv/1484738/1494658,7.0,118.1124692,55.96420205,156.1468256,0.234308746,0.51661918
2316,2316,598csv/1484736/1494365,6.0,119.878849,62.42282603,149.222732,0.177028172,0.51661918
2130,2130,598csv/1484734/1494179,8.0,131.0972597,43.66603628,152.401428,0.239265589,0.51661918
2145,2145,598csv/1484734/1494194,19.0,131.0491441,52.78548069,134.0728028,0.200583306,0.51661918
393,393,598csv/1484720/1492391,16.0,124.9320901,44.05233294,132.7922223,0.133456578,0.51661918
4684,4684,598csv/1484756/1500239,8.0,132.7360958,42.87174432,126.7784054,-6.417517737,0.51661918
1962,1962,598csv/1484733/1494008,9.0,122.5430634,50.43086434,154.2642937,0.005888783,0.51661918
1274,1274,598csv/1484727/1493281,20.0,125.9922499,44.51170976,126.0761134,-0.10390461,0.51661918
1193,1193,598csv/1484726/1493200,24.0,118.9081958,49.03016216,140.8056664,-0.140304315,0.51661918
1976,1976,598csv/1484733/1494024,5.0,119.4748409,42.54094271,150.3865044,0.051999578,0.51661918
617,617,598csv/1484722/1492616,22.0,119.8070163,45.62894935,144.7715035,0.013452358,-0.172206393
1509,1509,598csv/1484729/1493516,12.0,131.2058429,44.02241934,146.8708956,-0.024338504,0.688825573
3937,3937,598csv/1484749/1499411,2.0,145.9346903,50.40433446,130.0928979,-2.177445168,0.51661918
3649,3649,598csv/1484747/1497122,5.0,131.8467297,43.96589616,124.2844322,-2.232483682,0.0
2589,2589,598csv/1484738/1494647,10.0,122.4643416,46.29571273,149.812133,0.223719741,0.51661918
1625,1625,598csv/1484730/1493632,5.0,126.8268128,52.19671616,154.9692827,-0.015194682,1.03323836
1914,1914,598csv/1484732/1493959,12.0,125.1826049,57.51584144,147.7722666,0.009657064,0.51661918
3276,3276,598csv/1484744/1496387,9.0,123.8507252,48.36174049,152.1874559,-3.310630768,0.51661918
5232,5232,598csv/1484760/1500810,12.0,124.0557051,41.29176797,122.757381,-5.964662195,0.51661918
4044,4044,598csv/1484750/1499530,6.0,129.9757914,53.3225389,114.6279708,-2.081063614,0.51661918
4570,4570,598csv/1484755/1500088,31.0,129.4767695,46.28320725,116.0391106,-6.500527971,0.51661918
3864,3864,598csv/1484749/1497343,5.0,137.53081,50.63287548,114.816628,-2.233942372,0.0
3657,3657,598csv/1484747/1497132,11.0,125.9993694,53.47898603,141.0085758,-2.087033435,0.51661918
2986,2986,598csv/1484741/1495118,9.0,126.6360239,49.6733472,152.653985,-1.729478937,0.51661918
4939,4939,598csv/1484758/1500499,3.0,133.5503089,47.9832045,116.1372202,-5.874034359,0.51661918
3073,3073,598csv/1484742/1495217,6.0,133.2820759,46.78154858,156.5107644,-2.687824399,0.51661918
5072,5072,598csv/1484759/1500638,15.0,133.1614969,45.1060783,131.0168722,-6.063353341,0.51661918
141,141,598csv/1484718/1492130,25.0,128.2282302,52.91434635,142.0354778,-0.036615806,0.861031966
5214,5214,598csv/1484760/1500789,17.0,140.0860079,51.52770518,125.5282925,-5.913527026,0.51661918
3149,3149,598csv/1484743/1495630,21.0,128.0600982,49.28342829,134.3629834,-3.547667803,0.51661918
4392,4392,598csv/1484753/1499895,1.0,130.9115431,45.673187,124.2589466,-2.259239829,0.51661918
6,6,598csv/1484717/1491994,11.0,134.9663187,29.15975104,148.1123574,0.012993141,0.51661918
760,760,598csv/1484723/1492762,8.0,122.0528468,56.1421321,148.0586366,0.068436847,0.51661918
2574,2574,598csv/1484738/1494632,27.0,123.042811,47.75718905,140.7205001,0.147165558,0.51661918
2604,2604,598csv/1484738/1494662,5.0,122.4243828,49.64896234,144.0934615,0.15567458,0.51661918
1174,1174,598csv/1484726/1493181,9.0,127.5729755,51.34159866,154.0419544,-0.107186662,1.03323836
1829,1829,598csv/1484732/1493838,5.0,125.9722291,47.92305797,147.639893,0.073650311,0.51661918
3197,3197,598csv/1484743/1495684,12.0,130.0449013,50.15959568,147.4633157,-3.169556589,0.51661918
2855,2855,598csv/1484740/1494982,28.0,130.7649768,52.68863486,159.1827038,-1.650871784,-0.172206393
2122,2122,598csv/1484734/1494171,6.0,126.9976419,53.52565227,145.9829186,0.246640074,0.51661918
4917,4917,598csv/1484757/1500477,34.0,122.7416046,48.46493617,115.0692503,-5.828896025,0.51661918
3954,3954,598csv/1484749/1499428,4.0,140.2522311,52.5351689,121.8853375,-2.144327515,0.344412787
1771,1771,598csv/1484731/1493779,5.0,120.4166811,55.77000312,157.0672368,-0.12097668,0.51661918
1953,1953,598csv/1484733/1493999,7.0,128.8338129,57.61393412,152.0399133,0.142924553,0.51661918
1126,1126,598csv/1484726/1493133,9.0,133.3625644,49.95695733,142.3207174,-0.057793816,0.344412787
3534,3534,598csv/1484746/1496652,7.0,128.7983672,54.50339707,159.2430552,-3.282780605,0.51661918
1891,1891,598csv/1484732/1493935,3.0,121.5297377,51.96925339,153.5361674,0.115182441,0.172206393
1186,1186,598csv/1484726/1493193,3.0,123.2161086,50.22570371,136.3973006,-0.070867996,0.51661918
2637,2637,598csv/1484738/1494696,9.0,123.3435222,60.31526359,151.8708098,0.195788539,0.51661918
193,193,598csv/1484718/1492182,9.0,120.208817,51.81661667,136.7300987,-0.016842461,1.03323836
4489,4489,598csv/1484754/1499995,16.0,129.426341,37.6683936,108.9928808,-6.731973364,0.51661918
591,591,598csv/1484721/1492590,18.0,131.3052984,47.90137953,128.8704031,0.111130526,0.688825573
1397,1397,598csv/1484728/1493404,7.0,128.9427931,47.86619718,142.3050119,-0.081781154,0.688825573
4330,4330,598csv/1484753/1499828,12.0,123.8328708,46.75713261,111.403698,-2.069772277,0.51661918
